Metric Category,Metric Name,Value
Broker,CPU Min (%),1.99765
Broker,CPU Max (%),18.22430
Broker,CPU Avg (%),6.66544
Broker,CPU Variance,16.07259
Broker,Memory Min (MB),51.40265
Broker,Memory Max (MB),51.50562
Broker,Memory Avg (MB),51.46195
Broker,Memory Variance,0.00102
Messaging,Latency Min (ms),-13.29827
Messaging,Latency Max (ms),109.40671
Messaging,Latency Avg (ms),15.83842
Messaging,Latency Variance,199.57160
Messaging,Throughput (msgs/sec),106.37496
Messaging,Avg Header Size (bytes),27.10490
Messaging,Data Messages,18582
Messaging,Non-Data Messages,447
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,18582
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18582
Purpose Correctness,Total Received,18582
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,311
OP Correctness,Total Actual Responses,311
OP Correctness,Total Relevant Requests Recieved,353
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.7537
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
