Metric Category,Metric Name,Value
Broker,CPU Min (%),11.70213
Broker,CPU Max (%),17.55196
Broker,CPU Avg (%),13.28059
Broker,CPU Variance,0.58515
Broker,Memory Min (MB),44.67952
Broker,Memory Max (MB),44.91361
Broker,Memory Avg (MB),44.80585
Broker,Memory Variance,0.00278
Messaging,Latency Min (ms),-9.12714
Messaging,Latency Max (ms),146.10028
Messaging,Latency Avg (ms),19.24984
Messaging,Latency Variance,243.25509
Messaging,Throughput (msgs/sec),284.35703
Messaging,Avg Header Size (bytes),27.00000
Messaging,Data Messages,51198
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,1
Purpose Correctness,Total Valid Messages,51198
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,51198
Purpose Correctness,Total Received,51198
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
