Metric Category,Metric Name,Value
Broker,CPU Min (%),2.24852
Broker,CPU Max (%),18.27853
Broker,CPU Avg (%),7.54416
Broker,CPU Variance,16.83594
Broker,Memory Min (MB),51.45767
Broker,Memory Max (MB),52.15813
Broker,Memory Avg (MB),51.78430
Broker,Memory Variance,0.04199
Messaging,Latency Min (ms),-22.31860
Messaging,Latency Max (ms),481.41384
Messaging,Latency Avg (ms),34.46757
Messaging,Latency Variance,2088.64528
Messaging,Throughput (msgs/sec),116.43808
Messaging,Avg Header Size (bytes),27.83211
Messaging,Data Messages,20431
Messaging,Non-Data Messages,637
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,20431
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,20431
Purpose Correctness,Total Received,20431
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,131
OP Correctness,Total Expected Responses,501
OP Correctness,Total Actual Responses,501
OP Correctness,Total Relevant Requests Recieved,591
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.8218
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
