Metric Category,Metric Name,Value
Broker,CPU Min (%),1.82482
Broker,CPU Max (%),16.40719
Broker,CPU Avg (%),5.88381
Broker,CPU Variance,12.63848
Broker,Memory Min (MB),81.94791
Broker,Memory Max (MB),81.98659
Broker,Memory Avg (MB),81.96687
Broker,Memory Variance,0.00010
Messaging,Latency Min (ms),-5.35846
Messaging,Latency Max (ms),218.94073
Messaging,Latency Avg (ms),16.27385
Messaging,Latency Variance,212.61217
Messaging,Throughput (msgs/sec),106.49627
Messaging,Avg Header Size (bytes),27.00000
Messaging,Data Messages,18736
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,1
Purpose Correctness,Total Valid Messages,18736
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18736
Purpose Correctness,Total Received,18736
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
