Metric Category,Metric Name,Value
Broker,CPU Min (%),12.16216
Broker,CPU Max (%),16.66667
Broker,CPU Avg (%),14.50880
Broker,CPU Variance,0.43984
Broker,Memory Min (MB),41.43940
Broker,Memory Max (MB),43.35472
Broker,Memory Avg (MB),42.38197
Broker,Memory Variance,0.32168
Messaging,Latency Min (ms),-17.15326
Messaging,Latency Max (ms),112.86259
Messaging,Latency Avg (ms),13.68027
Messaging,Latency Variance,170.99900
Messaging,Throughput (msgs/sec),268.31848
Messaging,Avg Header Size (bytes),27.76738
Messaging,Data Messages,48216
Messaging,Non-Data Messages,244
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,48216
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,48216
Purpose Correctness,Total Received,48216
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,108
OP Correctness,Total Actual Responses,108
OP Correctness,Total Relevant Requests Recieved,125
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.9191
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
