Metric Category,Metric Name,Value
Broker,CPU Min (%),2.15311
Broker,CPU Max (%),16.07335
Broker,CPU Avg (%),7.17300
Broker,CPU Variance,12.68688
Broker,Memory Min (MB),51.35256
Broker,Memory Max (MB),52.11980
Broker,Memory Avg (MB),51.72106
Broker,Memory Variance,0.05248
Messaging,Latency Min (ms),-33.82564
Messaging,Latency Max (ms),314.04614
Messaging,Latency Avg (ms),28.86789
Messaging,Latency Variance,1244.95076
Messaging,Throughput (msgs/sec),114.13129
Messaging,Avg Header Size (bytes),27.83122
Messaging,Data Messages,19851
Messaging,Non-Data Messages,731
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,19851
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,19851
Purpose Correctness,Total Received,19851
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,131
OP Correctness,Total Expected Responses,595
OP Correctness,Total Actual Responses,595
OP Correctness,Total Relevant Requests Recieved,636
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.7558
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
