Metric Category,Metric Name,Value
Broker,CPU Min (%),11.73763
Broker,CPU Max (%),16.43090
Broker,CPU Avg (%),13.43094
Broker,CPU Variance,0.32431
Broker,Memory Min (MB),45.09534
Broker,Memory Max (MB),45.52090
Broker,Memory Avg (MB),45.26986
Broker,Memory Variance,0.01158
Messaging,Latency Min (ms),-6.41155
Messaging,Latency Max (ms),110.37397
Messaging,Latency Avg (ms),15.70057
Messaging,Latency Variance,190.80331
Messaging,Throughput (msgs/sec),275.66989
Messaging,Avg Header Size (bytes),27.04855
Messaging,Data Messages,49554
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,49554
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,49554
Purpose Correctness,Total Received,49554
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
