Metric Category,Metric Name,Value
Broker,CPU Min (%),1.93182
Broker,CPU Max (%),15.02183
Broker,CPU Avg (%),5.78406
Broker,CPU Variance,11.64011
Broker,Memory Min (MB),82.11218
Broker,Memory Max (MB),82.16349
Broker,Memory Avg (MB),82.14965
Broker,Memory Variance,0.00010
Messaging,Latency Min (ms),-8.50773
Messaging,Latency Max (ms),238.45005
Messaging,Latency Avg (ms),18.51598
Messaging,Latency Variance,348.60996
Messaging,Throughput (msgs/sec),107.16106
Messaging,Avg Header Size (bytes),27.00000
Messaging,Data Messages,18736
Messaging,Non-Data Messages,254
Purpose Correctness,Total Subscribers,1
Purpose Correctness,Total Valid Messages,18736
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18736
Purpose Correctness,Total Received,18736
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,118
OP Correctness,Total Actual Responses,118
OP Correctness,Total Relevant Requests Recieved,135
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.9926
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
