Metric Category,Metric Name,Value
Broker,CPU Min (%),1.90024
Broker,CPU Max (%),17.61071
Broker,CPU Avg (%),6.93464
Broker,CPU Variance,15.06942
Broker,Memory Min (MB),41.72922
Broker,Memory Max (MB),41.81209
Broker,Memory Avg (MB),41.77220
Broker,Memory Variance,0.00056
Messaging,Latency Min (ms),-13.50188
Messaging,Latency Max (ms),250.64325
Messaging,Latency Avg (ms),14.60849
Messaging,Latency Variance,193.95783
Messaging,Throughput (msgs/sec),106.05499
Messaging,Avg Header Size (bytes),27.10062
Messaging,Data Messages,18536
Messaging,Non-Data Messages,401
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,18536
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18536
Purpose Correctness,Total Received,18536
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,265
OP Correctness,Total Actual Responses,265
OP Correctness,Total Relevant Requests Recieved,297
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.9301
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
